Sequence	BIPA
v_j:	vʲː
B_j:	βʲː
p\_G	ɸˠ
B_G	βˠ
f_G:	fˠː
p\_G:	ɸˠː
v_G:	vˠː
B_G:	βˠː
f_j_w[?]	fʲʷ
p\_j_w[?]	ɸʲʷ
f_w[?]_G	fʷˠ
p\_w[?]_G	ɸʷˠ
v_j_w[?]	vʲʷ
B_j_w[?]	βʲʷ
v_w[?]_G	vʷˠ
B_w[?]_G	βʷˠ
p\_w[?]:	ɸʷː
v_w[?]:	vʷː
B_w[?]:	βʷː
X\_j:	ħʲː
?\_j:	ʕʲː
X\_H	ħᶣ
?\_H	ʕᶣ
X\_G	ħˠ
x_?\	xˤ
c_x_?\	çˤ
?\_G	ʕˠ
G_?\	ɣˤ
j\\_?\	ʝˤ
X\_G:	ħˠː
x_?\:	xˤː
x_?\:	xˤː
c_x_?\:	çˤː
c_x_?\:	çˤː
?\_G:	ʕˠː
G_?\:	ɣˤː
G_?\:	ɣˤː
j\\_?\:	ʝˤː
j\\_?\:	ʝˤː
X\_j_w[?]	ħʲʷ
X\_w[?]_G	ħʷˠ
x_w[?]_?\	xʷˤ
c_x_w[?]_?\	çʷˤ
X\_w[?]_?\	ħʷˤ
X_w[?]_?\	χʷˤ
?\_j_w[?]	ʕʲʷ
?\_w[?]_G	ʕʷˠ
G_w[?]_?\	ɣʷˤ
R_w[?]_?\	ʁʷˤ
?\_w[?]_?\	ʕʷˤ
j\\_w[?]_?\	ʝʷˤ
X\_w[?]:	ħʷː
?\_w[?]:	ʕʷː
s`_w[?]_?\	ʂʷˤ
z`_w[?]_?\	ʐʷˤ
S_w_w[?]_?\	ʃʷˤ
Z_w[?]_?\	ʒʷˤ
s_w[?]_?\	sʷˤ
z_w[?]_?\	zʷˤ
T_w[?]_?\	θʷˤ
s_d_w[?]_?\	s̪ʷˤ
z_d_w[?]_?\	z̪ʷˤ
D_w[?]_?\	ðʷˤ
f_w[?]_?\	fʷˤ
p\_w[?]_?\	ɸʷˤ
v_w[?]_?\	vʷˤ
B_w[?]_?\	βʷˤ
X_?	χˀ
_?X	ˀχ
_?R	ˀʁ
R_k	ʁ̰
R_?	ʁˀ
X\ˈ:	χ’ː
R_k:	ʁ̰ː
s`_?	ʂˀ
_?s`	ˀʂ
z`_?	ʐˀ
_?z`	ˀʐ
z`_k	ʐ̰
s`\ˈ:	ʂ’ː
z`_k:	ʐ̰ː
_?S_w	ˀʃ
S_w_?	ʃˀ
Z_?	ʒˀ
_?Z	ˀʒ
Z_k	ʒ̰
S_w\ˈ:	ʃ’ː
Z_k:	ʒ̰ː
_?s	ˀs
z_?	zˀ
_?z	ˀz
z_k	z̰
s\ˈ:	s’ː
z_k:	z̰ː
s_d_?	s̪ˀ
T_?	θˀ
_?s_d	ˀs̪
_?T	ˀθ
z_d_?	z̪ˀ
_?z_d	ˀz̪
z_d_k	z̪̰
D_k	ð̰
_?D	ˀð
s_d\ˈ:	s̪’ː
T\ˈ:	θ’ː
z_d_k:	z̪̰ː
D_k:	ð̰ː
p\_?	ɸˀ
_?f	ˀf
_?p\	ˀɸ
f_?	fˀ
v_?	vˀ
B_?	βˀ
_?v	ˀv
v_k	v̰
B_k	β̰
_?B	ˀβ
f\ˈ:	f’ː
p\\ˈ:	ɸ’ː
v_k:	v̰ː
B_k:	β̰ː
X\_?	ħˀ
_?X\	ˀħ
X\\ˈ	ħ’
X\ˈ_?\	χ’ˤ
?\_?	ʕˀ
_??\	ˀʕ
?\_k	ʕ̰
R_k_?\	ʁ̰ˤ
?\_k_?\	ʕ̰ˤ
X\\ˈ:	ħ’ː
?\_k:	ʕ̰ː
s`\ˈ_?\	ʂ’ˤ
z`_k_?\	ʐ̰ˤ
S_w\ˈ_?\	ʃ’ˤ
Z_k_?\	ʒ̰ˤ
s\ˈ_?\	s’ˤ
z_k_?\	z̰ˤ
s_d\ˈ_?\	s̪’ˤ
T\ˈ_?\	θ’ˤ
z_d_k_?\	z̪̰ˤ
D_k_?\	ð̰ˤ
f\ˈ_?\	f’ˤ
p\\ˈ_?\	ɸ’ˤ
v_k_?\	v̰ˤ
B_k_?\	β̰ˤ
c_x_?	çˀ
x\ˈ_j	x’ʲ
x\ˈ_j	x’ʲ
c_x\ˈ_j	ç’ʲ
c_x\ˈ_j	ç’ʲ
X\ˈ_j	χ’ʲ
X\ˈ_j	χ’ʲ
_?c_x	ˀç
_?j\\	ˀʝ
j\\_k	ʝ̰
j\\_?	ʝˀ
G_k_j	ɣ̰ʲ
R_k_j	ʁ̰ʲ
j\\_k_j	ʝ̰ʲ
c_x\ˈ:	ç’ː
j\\_k:	ʝ̰ː
x_?	xˀ
_?x	ˀx
_?G	ˀɣ
G_k	ɣ̰
G_?	ɣˀ
G_k_G	ɣ̰ˠ
R_k_G	ʁ̰ˠ
j\\_k_G	ʝ̰ˠ
x\ˈ:	x’ː
G_k:	ɣ̰ː
x\ˈ_w[?]	x’ʷ
c_x\ˈ_w[?]	ç’ʷ
c_x\ˈ_w[?]	ç’ʷ
X\ˈ_w[?]	χ’ʷ
x_w[?]_?	xʷˀ
c_x_w[?]_?	çʷˀ
X_w[?]_?	χʷˀ
j\\_k_w[?]	ʝ̰ʷ
G_w[?]_?	ɣʷˀ
R_w[?]_?	ʁʷˀ
j\\_w[?]_?	ʝʷˀ
G_k_w[?]	ɣ̰ʷ
R_k_w[?]	ʁ̰ʷ
s`\ˈ_j	ʂ’ʲ
s`\ˈ_j	ʂ’ʲ
z`_k_j	ʐ̰ʲ
z`_k_G	ʐ̰ˠ
s`\ˈ_w[?]	ʂ’ʷ
s`\ˈ_w[?]	ʂ’ʷ
s`_w[?]_?	ʂʷˀ
z`_w[?]_?	ʐʷˀ
z`_k_w[?]	ʐ̰ʷ
S_w\ˈ_j	ʃ’ʲ
Z_k_j	ʒ̰ʲ
Z_k_G	ʒ̰ˠ
S_w\ˈ_w[?]	ʃ’ʷ
S_w_w[?]_?	ʃʷˀ
Z_k_w[?]	ʒ̰ʷ
Z_w[?]_?	ʒʷˀ
s\ˈ_j	s’ʲ
z_k_j	z̰ʲ
z_k_G	z̰ˠ
s_w[?]_?	sʷˀ
z_w[?]_?	zʷˀ
z_k_w[?]	z̰ʷ
s_d\ˈ_j	s̪’ʲ
s_d\ˈ_j	s̪’ʲ
T\ˈ_j	θ’ʲ
T\ˈ_j	θ’ʲ
z_d_k_j	z̪̰ʲ
D_k_j	ð̰ʲ
z_d_k_G	z̪̰ˠ
D_k_G	ð̰ˠ
s_d\ˈ_w[?]	s̪’ʷ
s_d\ˈ_w[?]	s̪’ʷ
T\ˈ_w[?]	θ’ʷ
T\ˈ_w[?]	θ’ʷ
s_d_w[?]_?	s̪ʷˀ
T_w[?]_?	θʷˀ
z_d_w[?]_?	z̪ʷˀ
D_w[?]_?	ðʷˀ
D_k_w[?]	ð̰ʷ
z_d_k_w[?]	z̪̰ʷ
f\ˈ_j	f’ʲ
f\ˈ_j	f’ʲ
p\\ˈ_j	ɸ’ʲ
p\\ˈ_j	ɸ’ʲ
v_k_j	v̰ʲ
B_k_j	β̰ʲ
v_k_G	v̰ˠ
B_k_G	β̰ˠ
f\ˈ_w[?]	f’ʷ
f\ˈ_w[?]	f’ʷ
p\\ˈ_w[?]	ɸ’ʷ
p\\ˈ_w[?]	ɸ’ʷ
f_w[?]_?	fʷˀ
p\_w[?]_?	ɸʷˀ
v_w[?]_?	vʷˀ
B_w[?]_?	βʷˀ
v_k_w[?]	v̰ʷ
B_k_w[?]	β̰ʷ
X\\ˈ_j	ħ’ʲ
X\\ˈ_j	ħ’ʲ
?\_k_j	ʕ̰ʲ
x\ˈ_?\	x’ˤ
c_x\ˈ_?\	ç’ˤ
?\_k_G	ʕ̰ˠ
G_k_?\	ɣ̰ˤ
j\\_k_?\	ʝ̰ˤ
X\\ˈ_w[?]	ħ’ʷ
X\\ˈ_w[?]	ħ’ʷ
X\_w[?]_?	ħʷˀ
x\ˈ_w[?]_?\	x’ʷˤ
c_x\ˈ_w[?]_?\	ç’ʷˤ
X\\ˈ_w[?]_?\	ħ’ʷˤ
X\ˈ_w[?]_?\	χ’ʷˤ
?\_w[?]_?	ʕʷˀ
?\_k_w[?]	ʕ̰ʷ
s`\ˈ_w[?]_?\	ʂ’ʷˤ
S_w\ˈ_w[?]_?\	ʃ’ʷˤ
s\ˈ_w[?]_?\	s’ʷˤ
s_d\ˈ_w[?]_?\	s̪’ʷˤ
T\ˈ_w[?]_?\	θ’ʷˤ
p\\ˈ_w[?]_?\	ɸ’ʷˤ
f\ˈ_w[?]_?\	f’ʷˤ
X_h	χʰ
R_h\	ʁʱ
X_h:	χʰː
R_h\:	ʁʱː
z`_h\	ʐʱ
s`_h:	ʂʰː
z`_h\:	ʐʱː
Z_h\	ʒʱ
S_w_h:	ʃʰː
Z_h\:	ʒʱː
z_h\	zʱ
s_h:	sʰː
z_h\:	zʱː
s_d_h	s̪ʰ
T_h	θʰ
z_d_h\	z̪ʱ
D_h\	ðʱ
s_d_h:	s̪ʰː
T_h:	θʰː
z_d_h\:	z̪ʱː
D_h\:	ðʱː
B_h\	βʱ
f_h:	fʰː
p\_h:	ɸʰː
v_h\:	vʱː
B_h\:	βʱː
X\_h_?\	ħʰˤ
X_h_?\	χʰˤ
X_h_?\	χʰˤ
X\_h	ħʰ
R_h\_?\	ʁʱˤ
?\_h\_?\	ʕʱˤ
?\_h\	ʕʱ
X\_h:	ħʰː
?\_h\:	ʕʱː
s`_h_?\	ʂʰˤ
s`_h_?\	ʂʰˤ
z`_h\_?\	ʐʱˤ
S_w_h_?\	ʃʰˤ
S_w_h_?\	ʃʰˤ
Z_h\_?\	ʒʱˤ
s_h_?\	sʰˤ
s_h_?\	sʰˤ
z_h\_?\	zʱˤ
s_d_h_?\	s̪ʰˤ
s_d_h_?\	s̪ʰˤ
T_h_?\	θʰˤ
T_h_?\	θʰˤ
z_d_h\_?\	z̪ʱˤ
D_h\_?\	ðʱˤ
f_h_?\	fʰˤ
f_h_?\	fʰˤ
p\_h_?\	ɸʰˤ
p\_h_?\	ɸʰˤ
v_h\_?\	vʱˤ
B_h\_?\	βʱˤ
x_j_h	xʲʰ
x_j_h	xʲʰ
c_x_j_h	çʲʰ
c_x_j_h	çʲʰ
X_j_h	χʲʰ
X_j_h	χʲʰ
G_j_h\	ɣʲʱ
R_j_h\	ʁʲʱ
j\\_j_h\	ʝʲʱ
j\\_h\	ʝʱ
c_x_h:	çʰː
j\\_h\:	ʝʱː
x_H_h	xᶣʰ
c_x_H_h	çᶣʰ
X_H_h	χᶣʰ
x_h_G	xʰˠ
c_x_h_G	çʰˠ
X_h_G	χʰˠ
G_h\_G	ɣʱˠ
R_h\_G	ʁʱˠ
j\\_h\_G	ʝʱˠ
G_h\	ɣʱ
x_h:	xʰː
G_h\:	ɣʱː
x_w[?]_h	xʷʰ
x_w[?]_h	xʷʰ
c_x_w[?]_h	çʷʰ
c_x_w[?]_h	çʷʰ
X_w[?]_h	χʷʰ
X_w[?]_h	χʷʰ
x_w[?]_h_G	xʷʰˠ
c_x_w[?]_h_G	çʷʰˠ
X_w[?]_h_G	χʷʰˠ
x_j_w[?]_h	xʲʷʰ
c_x_j_w[?]_h	çʲʷʰ
X_j_w[?]_h	χʲʷʰ
G_w[?]_h\	ɣʷʱ
R_w[?]_h\	ʁʷʱ
j\\_w[?]_h\	ʝʷʱ
x_w[?]_h:	xʷʰː
c_x_w[?]_h:	çʷʰː
X_w[?]_h:	χʷʰː
s`_j_h	ʂʲʰ
s`_j_h	ʂʲʰ
z`_j_h\	ʐʲʱ
s`_H_h	ʂᶣʰ
s`_h_G	ʂʰˠ
z`_h\_G	ʐʱˠ
s`_w[?]_h	ʂʷʰ
s`_w[?]_h	ʂʷʰ
s`_w[?]_h_G	ʂʷʰˠ
s`_j_w[?]_h	ʂʲʷʰ
z`_w[?]_h\	ʐʷʱ
s`_w[?]_h:	ʂʷʰː
S_w_j_h	ʃʲʰ
S_w_j_h	ʃʲʰ
Z_j_h\	ʒʲʱ
S_w_H_h	ʃᶣʰ
S_w_h_G	ʃʰˠ
Z_h\_G	ʒʱˠ
S_w_w[?]_h	ʃʷʰ
S_w_w[?]_h_G	ʃʷʰˠ
S_w_j_w[?]_h	ʃʲʷʰ
Z_w[?]_h\	ʒʷʱ
S_w_w[?]_h:	ʃʷʰː
s_j_h	sʲʰ
z_j_h\	zʲʱ
s_H_h	sᶣʰ
s_h_G	sʰˠ
z_h\_G	zʱˠ
s_w[?]_h	sʷʰ
s_w[?]_h	sʷʰ
s_w[?]_h_G	sʷʰˠ
s_j_w[?]_h	sʲʷʰ
z_w[?]_h\	zʷʱ
s_w[?]_h:	sʷʰː
s_d_j_h	s̪ʲʰ
s_d_j_h	s̪ʲʰ
T_j_h	θʲʰ
T_j_h	θʲʰ
z_d_j_h\	z̪ʲʱ
D_j_h\	ðʲʱ
s_d_H_h	s̪ᶣʰ
T_H_h	θᶣʰ
s_d_h_G	s̪ʰˠ
T_h_G	θʰˠ
D_h\_G	ðʱˠ
z_d_h\_G	z̪ʱˠ
s_d_w[?]_h	s̪ʷʰ
s_d_w[?]_h	s̪ʷʰ
T_w[?]_h	θʷʰ
T_w[?]_h	θʷʰ
s_d_w[?]_h_G	s̪ʷʰˠ
T_w[?]_h_G	θʷʰˠ
s_d_j_w[?]_h	s̪ʲʷʰ
T_j_w[?]_h	θʲʷʰ
z_d_w[?]_h\	z̪ʷʱ
D_w[?]_h\	ðʷʱ
s_d_w[?]_h:	s̪ʷʰː
T_w[?]_h:	θʷʰː
f_j_h	fʲʰ
f_j_h	fʲʰ
p\_j_h	ɸʲʰ
p\_j_h	ɸʲʰ
v_j_h\	vʲʱ
B_j_h\	βʲʱ
f_h_G	fʰˠ
p\_h_G	ɸʰˠ
v_h\_G	vʱˠ
B_h\_G	βʱˠ
f_w[?]_h	fʷʰ
f_w[?]_h	fʷʰ
p\_w[?]_h	ɸʷʰ
p\_w[?]_h	ɸʷʰ
f_w[?]_h_G	fʷʰˠ
p\_w[?]_h_G	ɸʷʰˠ
f_j_w[?]_h	fʲʷʰ
p\_j_w[?]_h	ɸʲʷʰ
v_w[?]_h\	vʷʱ
B_w[?]_h\	βʷʱ
f_w[?]_h:	fʷʰː
p\_w[?]_h:	ɸʷʰː
X\_j_h	ħʲʰ
X\_j_h	ħʲʰ
?\_j_h\	ʕʲʱ
X\_H_h	ħᶣʰ
X\_h_G	ħʰˠ
x_h_?\	xʰˤ
x_h_?\	xʰˤ
c_x_h_?\	çʰˤ
c_x_h_?\	çʰˤ
G_h\_?\	ɣʱˤ
j\\_h\_?\	ʝʱˤ
?\_h\_G	ʕʱˠ
x_w[?]_h_?\	xʷʰˤ
c_x_w[?]_h_?\	çʷʰˤ
X\_w[?]_h_?\	ħʷʰˤ
X_w[?]_h_?\	χʷʰˤ
X\_w[?]_h	ħʷʰ
X\_w[?]_h	ħʷʰ
X\_w[?]_h_G	ħʷʰˠ
X\_j_w[?]_h	ħʲʷʰ
?\_w[?]_h\	ʕʷʱ
X\_w[?]_h:	ħʷʰː
s`_w[?]_h_?\	ʂʷʰˤ
S_w_w[?]_h_?\	ʃʷʰˤ
s_w[?]_h_?\	sʷʰˤ
s_d_w[?]_h_?\	s̪ʷʰˤ
T_w[?]_h_?\	θʷʰˤ
f_w[?]_h_?\	fʷʰˤ
p\_w[?]_h_?\	ɸʷʰˤ
R~	ʁ̃
R~:	ʁ̃ː
z`~	ʐ̃
z`~:	ʐ̃ː
Z~	ʒ̃
Z~:	ʒ̃ː
z~	z̃
z~:	z̃ː
z_d~	z̪̃
D~	ð̃
z_d~:	z̪̃ː
D~:	ð̃ː
B~	β̃
v~:	ṽː
B~:	β̃ː
R~_?\	ʁ̃ˤ
?\~_?\	ʕ̃ˤ
?\~	ʕ̃
?\~:	ʕ̃ː
z`~_?\	ʐ̃ˤ
Z~_?\	ʒ̃ˤ
z~_?\	z̃ˤ
z_d~_?\	z̪̃ˤ
D~_?\	ð̃ˤ
v~_?\	ṽˤ
B~_?\	β̃ˤ
j\\~	ʝ̃
j\\~:	ʝ̃ː
G~_?\	ɣ̃ˤ
j\\~_?\	ʝ̃ˤ
R_k~	ʁ̰̃
z`_k~	ʐ̰̃
Z_k~	ʒ̰̃
z_k~	z̰̃
z_d_k~	z̪̰̃
D_k~	ð̰̃
v_k~	ṽ̰
B_k~	β̰̃
?\_k~	ʕ̰̃
j\\_k~	ʝ̰̃
G_k~	ɣ̰̃
x\[?]_a	ɧ̺
s\_a	ɕ̺
z\_a	ʑ̺
x\[?]_m	ɧ̻
x\[?]_o	ɧ̞
x\[?]_r	ɧ̝
x\[?]_+	ɧ̟
x\[?]_-	ɧ̠
s\_m	ɕ̻
s\_o	ɕ̞
s\_r	ɕ̝
s\_+	ɕ̟
s\_-	ɕ̠
z\_m	ʑ̻
z\_o	ʑ̞
z\_r	ʑ̝
z\_+	ʑ̟
z\_-	ʑ̠
x\[?]_j:	ɧʲː
s\_j:	ɕʲː
z\_j:	ʑʲː
x\[?]_H	ɧᶣ
s\_H	ɕᶣ
z\_H	ʑᶣ
s\_G	ɕˠ
x\[?]_G	ɧˠ
z\_G	ʑˠ
x\[?]_G:	ɧˠː
s\_G:	ɕˠː
z\_G:	ʑˠː
x\[?]_j_w[?]	ɧʲʷ
s\_j_w[?]	ɕʲʷ
x\[?]_w[?]_G	ɧʷˠ
s\_w[?]_G	ɕʷˠ
z\_j_w[?]	ʑʲʷ
z\_w[?]_G	ʑʷˠ
x\[?]_w[?]:	ɧʷː
s\_w[?]:	ɕʷː
z\_w[?]:	ʑʷː
x\[?]_?\	ɧˤ
s\_?\	ɕˤ
z\_?\	ʑˤ
x\[?]_?\:	ɧˤː
x\[?]_?\:	ɧˤː
s\_?\:	ɕˤː
s\_?\:	ɕˤː
z\_?\:	ʑˤː
z\_?\:	ʑˤː
x\[?]_w[?]_?\	ɧʷˤ
s\_w[?]_?\	ɕʷˤ
z\_w[?]_?\	ʑʷˤ
x\[?]_?	ɧˀ
x\[?]\ˈ	ɧ’
_?x\[?]	ˀɧ
x\[?]\ˈ:	ɧ’ː
s\_?	ɕˀ
s\\ˈ_j	ɕ’ʲ
s\\ˈ_j	ɕ’ʲ
x\[?]\ˈ_j	ɧ’ʲ
x\[?]\ˈ_j	ɧ’ʲ
_?s\	ˀɕ
z\_?	ʑˀ
z\_k	ʑ̰
_?z\	ˀʑ
z\_k_j	ʑ̰ʲ
s\\ˈ:	ɕ’ː
z\_k:	ʑ̰ː
z\_k_G	ʑ̰ˠ
s\\ˈ_w[?]	ɕ’ʷ
x\[?]\ˈ_w[?]	ɧ’ʷ
x\[?]\ˈ_w[?]	ɧ’ʷ
x\[?]_w[?]_?	ɧʷˀ
s\_w[?]_?	ɕʷˀ
z\_w[?]_?	ʑʷˀ
z\_k_w[?]	ʑ̰ʷ
s\\ˈ_?\	ɕ’ˤ
x\[?]\ˈ_?\	ɧ’ˤ
z\_k_?\	ʑ̰ˤ
x\[?]\ˈ_w[?]_?\	ɧ’ʷˤ
s\\ˈ_w[?]_?\	ɕ’ʷˤ
x\[?]_h	ɧʰ
x\[?]_h:	ɧʰː
x\[?]_j_h	ɧʲʰ
x\[?]_j_h	ɧʲʰ
s\_j_h	ɕʲʰ
s\_j_h	ɕʲʰ
z\_j_h\	ʑʲʱ
z\_h\	ʑʱ
s\_h:	ɕʰː
z\_h\:	ʑʱː
s\_H_h	ɕᶣʰ
x\[?]_H_h	ɧᶣʰ
x\[?]_h_G	ɧʰˠ
s\_h_G	ɕʰˠ
z\_h\_G	ʑʱˠ
s\_w[?]_h	ɕʷʰ
s\_w[?]_h	ɕʷʰ
x\[?]_w[?]_h	ɧʷʰ
x\[?]_w[?]_h	ɧʷʰ
x\[?]_w[?]_h_G	ɧʷʰˠ
s\_w[?]_h_G	ɕʷʰˠ
x\[?]_j_w[?]_h	ɧʲʷʰ
s\_j_w[?]_h	ɕʲʷʰ
z\_w[?]_h\	ʑʷʱ
x\[?]_w[?]_h:	ɧʷʰː
s\_w[?]_h:	ɕʷʰː
s\_h_?\	ɕʰˤ
s\_h_?\	ɕʰˤ
x\[?]_h_?\	ɧʰˤ
x\[?]_h_?\	ɧʰˤ
z\_h\_?\	ʑʱˤ
x\[?]_w[?]_h_?\	ɧʷʰˤ
s\_w[?]_h_?\	ɕʷʰˤ
K\_o	ɮ̞
K\_r	ɮ̝
K\_+	ɮ̟
K\_m	ɮ̻
K_o	ɬ̞
K_a	ɬ̺
K_d_a	ɬ̪̺
K_r	ɬ̝
K_+	ɬ̟
K_m	ɬ̻
K_d_m	ɬ̪̻
K_d_o	ɬ̪̞
K_d_r	ɬ̪̝
K_d_+	ɬ̪̟
K_d_-	ɬ̪̠
K\_?\	ɮˤ
K\_?\:	ɮˤː
K\_?\:	ɮˤː
K_?\:	ɬˤː
K_?\:	ɬˤː
K_d_?\	ɬ̪ˤ
K_d_?\:	ɬ̪ˤː
K_d_?\:	ɬ̪ˤː
K\_j:	ɮʲː
K\_H	ɮᶣ
K\_G	ɮˠ
K\_G:	ɮˠː
K\_w[?]_G	ɮʷˠ
K\_w[?]:	ɮʷː
K_j:	ɬʲː
K_H	ɬᶣ
K_G:	ɬˠː
K_w[?]_G	ɬʷˠ
K_w[?]:	ɬʷː
K_d_j:	ɬ̪ʲː
K_d_H	ɬ̪ᶣ
K_d_G	ɬ̪ˠ
K_d_G:	ɬ̪ˠː
K_d_j_w[?]	ɬ̪ʲʷ
K_d_w[?]_G	ɬ̪ʷˠ
K_d_w[?]:	ɬ̪ʷː
K\_w[?]_?\	ɮʷˤ
K_w[?]_?\	ɬʷˤ
K_d_w[?]_?\	ɬ̪ʷˤ
K\_?	ɮˀ
K\_k	ɮ̰
_?K\	ˀɮ
K\_k:	ɮ̰ː
K_?	ɬˀ
_?K	ˀɬ
K\ˈ:	ɬ’ː
K_d_?	ɬ̪ˀ
_?K_d	ˀɬ̪
K_d\ˈ:	ɬ̪’ː
K\_k_?\	ɮ̰ˤ
K\ˈ_?\	ɬ’ˤ
K_d\ˈ_?\	ɬ̪’ˤ
K\_k_j	ɮ̰ʲ
K\_k_G	ɮ̰ˠ
K\_w[?]_?	ɮʷˀ
K\_k_w[?]	ɮ̰ʷ
K\ˈ_j	ɬ’ʲ
K\ˈ_w[?]	ɬ’ʷ
K_w[?]_?	ɬʷˀ
K_d\ˈ_j	ɬ̪’ʲ
K_d\ˈ_j	ɬ̪’ʲ
K_d\ˈ_w[?]	ɬ̪’ʷ
K_d\ˈ_w[?]	ɬ̪’ʷ
K_d_w[?]_?	ɬ̪ʷˀ
K\ˈ_w[?]_?\	ɬ’ʷˤ
K_d\ˈ_w[?]_?\	ɬ̪’ʷˤ
K\_h\	ɮʱ
K\_h\:	ɮʱː
K_h:	ɬʰː
K_d_h	ɬ̪ʰ
K_d_h:	ɬ̪ʰː
K\_h\_?\	ɮʱˤ
K_h_?\	ɬʰˤ
K_h_?\	ɬʰˤ
K_d_h_?\	ɬ̪ʰˤ
K_d_h_?\	ɬ̪ʰˤ
K\_j_h\	ɮʲʱ
K\_h\_G	ɮʱˠ
K\_w[?]_h\	ɮʷʱ
K_j_h	ɬʲʰ
K_j_h	ɬʲʰ
K_H_h	ɬᶣʰ
K_h_G	ɬʰˠ
K_w[?]_h	ɬʷʰ
K_w[?]_h	ɬʷʰ
K_w[?]_h_G	ɬʷʰˠ
K_j_w[?]_h	ɬʲʷʰ
K_w[?]_h:	ɬʷʰː
K_d_j_h	ɬ̪ʲʰ
K_d_j_h	ɬ̪ʲʰ
K_d_H_h	ɬ̪ᶣʰ
K_d_h_G	ɬ̪ʰˠ
K_d_w[?]_h	ɬ̪ʷʰ
K_d_w[?]_h	ɬ̪ʷʰ
K_d_w[?]_h_G	ɬ̪ʷʰˠ
K_d_j_w[?]_h	ɬ̪ʲʷʰ
K_d_w[?]_h:	ɬ̪ʷʰː
K_w[?]_h_?\	ɬʷʰˤ
K_d_w[?]_h_?\	ɬ̪ʷʰˤ
z\~	ʑ̃
z\~:	ʑ̃ː
z\~_?\	ʑ̃ˤ
z\_k~	ʑ̰̃
K\~	ɮ̃
K\~:	ɮ̃ː
K\~_?\	ɮ̃ˤ
K\_k~	ɮ̰̃
_??	ˀʔ
?_+	ʔ̟
?_-	ʔ̠
?_?\:	ʔˤː
?_j:	ʔʲː
?_H	ʔᶣ
?_G	ʔˠ
?_G:	ʔˠː
?_j_w[?]	ʔʲʷ
?_w[?]_G	ʔʷˠ
?_w[?]:	ʔʷː
?_w[?]_?\	ʔʷˤ
F_+	ɱ̟
F_-	ɱ̠
F_0_?\	ɱ̥ˤ
F_?\	ɱˤ
F_?\:	ɱˤː
F_?\:	ɱˤː
F_j:	ɱʲː
F_0_G	ɱ̥ˠ
F_G	ɱˠ
F_G:	ɱˠː
F_j_w[?]	ɱʲʷ
F_w[?]_G	ɱʷˠ
F_w[?]:	ɱʷː
F_w[?]_?\	ɱʷˤ
F_?	ɱˀ
F_k	ɱ̰
_?F	ˀɱ
F_k:	ɱ̰ː
F_k_?\	ɱ̰ˤ
F_k_j	ɱ̰ʲ
F_k_G	ɱ̰ˠ
F_w[?]_?	ɱʷˀ
F_k_w[?]	ɱ̰ʷ
F_0_h\	ɱ̥ʱ
F_h\	ɱʱ
F_h\:	ɱʱː
F_h\_?\	ɱʱˤ
F_j_h\	ɱʲʱ
F_h\_G	ɱʱˠ
F_w[?]_h\	ɱʷʱ
N\_+	ɴ̟
N\_-	ɴ̠
n`_+	ɳ̟
n`_-	ɳ̠
n`_a	ɳ̺
n`_m	ɳ̻
n_d_a	n̪̺
n_d_m	n̪̻
n_d_+	n̪̟
n_d_-	n̪̠
n_d_0:	n̪̥ː
m_+	m̟
m_-	m̠
N\_0_?\	ɴ̥ˤ
N\_?\	ɴˤ
N\_?\:	ɴˤː
N\_?\:	ɴˤː
n`_0_?\	ɳ̥ˤ
n`_?\	ɳˤ
n`_?\:	ɳˤː
n`_?\:	ɳˤː
n_0_?\	n̥ˤ
n_?\:	nˤː
n_?\:	nˤː
n_d_0_?\	n̪̥ˤ
n_d_?\	n̪ˤ
n_d_?\:	n̪ˤː
n_d_?\:	n̪ˤː
m_0_?\	m̥ˤ
J_-	ɲ̠
N_j:	ŋʲː
N\_j:	ɴʲː
J_j:	ɲʲː
N\_H	ɴᶣ
J_H	ɲᶣ
N_H	ŋᶣ
N_0_G	ŋ̥ˠ
N\_0_G	ɴ̥ˠ
J_0_G	ɲ̥ˠ
N\_G	ɴˠ
J_G	ɲˠ
N_G:	ŋˠː
N\_G:	ɴˠː
J_G:	ɲˠː
N_j_w[?]	ŋʲʷ
N\_j_w[?]	ɴʲʷ
J_j_w[?]	ɲʲʷ
N_w[?]_G	ŋʷˠ
N\_w[?]_G	ɴʷˠ
J_w[?]_G	ɲʷˠ
N_w[?]:	ŋʷː
N\_w[?]:	ɴʷː
J_w[?]:	ɲʷː
n`_j:	ɳʲː
n`_H	ɳᶣ
n`_0_G	ɳ̥ˠ
n`_G	ɳˠ
n`_G:	ɳˠː
n`_j_w[?]	ɳʲʷ
n`_w[?]_G	ɳʷˠ
n`_w[?]:	ɳʷː
n_H	nᶣ
n_0_G	n̥ˠ
n_G:	nˠː
n_j_w[?]	nʲʷ
n_w[?]_G	nʷˠ
n_w[?]:	nʷː
n_d_0_j	n̪̥ʲ
n_d_j:	n̪ʲː
n_d_H	n̪ᶣ
n_d_0_G	n̪̥ˠ
n_d_G:	n̪ˠː
n_d_0_w[?]	n̪̥ʷ
n_d_j_w[?]	n̪ʲʷ
n_d_w[?]_G	n̪ʷˠ
n_d_w[?]:	n̪ʷː
m_j:	mʲː
m_0_G	m̥ˠ
m_G:	mˠː
m_j_w[?]	mʲʷ
